alpha,ratio,minWidth,nOuterFPIterations,nInnerFPIterations,nSORIterations,msen,pepn,time
0.3048726725907723,0.545566753368969,48,5,7,39,9.888918593437104,71.73679670277005,16.596928358078003
0.35461675910922225,0.7860779316174449,36,3,8,7,9.322549063773705,67.4072654078405,14.185262680053711
0.1610628551648031,0.5489582004978155,17,8,4,13,8.186900864971227,59.16227355506565,7.946910381317139
0.21907290338781,0.841377913338222,12,6,3,27,6.342528551519807,49.97891306431515,26.42001509666443
0.2717975521296794,0.8218759831218865,43,6,7,32,7.402505254223112,56.52065561200038,51.78202986717224
0.3030822082988695,0.8560253922327774,29,6,6,10,7.841340839969922,59.16035656091249,37.48435831069946
0.3431281051939173,0.6810366049538366,34,10,4,38,9.059112231379103,65.21614109076967,25.515328407287598
0.008045194745169296,0.7883800255705299,20,6,6,15,1.0037970595587664,8.232531390779258,23.147782564163208
0.3085283152174155,0.8629863733903933,26,10,1,6,7.833921149306554,59.177609508291,13.183422088623047
0.15015740386999932,0.8197350357299185,32,10,3,37,4.280904865191243,35.351289178568,37.39233422279358
0.1536739797277285,0.5253635868745292,44,4,9,16,9.51551000294666,68.60346975941724,8.945190906524658
0.1567599092363971,0.7660303277783072,14,7,2,5,6.057892916687449,48.04754145499856,6.8707594871521
0.10203714513829444,0.6617711785613121,32,6,5,26,4.762889294129079,36.92609987539538,14.395319938659668
0.09719921868489564,0.8884557860225841,12,3,10,2,3.339152110797309,30.101600690117895,56.39081335067749
0.13385424304077154,0.8812049411096116,11,8,7,9,3.906323112301899,33.128534457969906,70.0513060092926
0.4099752564073517,0.7331532370770151,11,4,2,9,10.142009565612188,76.26569538962906,4.491383075714111
0.23743508834371174,0.5238241080406293,31,10,8,30,9.202095768574694,66.20818556503403,27.622106790542603
0.20760266105834205,0.8257512959583101,39,3,4,29,6.399135585889831,50.461037093836865,19.86545491218567
0.04130067490849255,0.8637419282364023,31,7,1,15,1.3332603661899525,12.475797948816256,12.669816732406616
0.1321193523662607,0.7367641847465969,30,10,9,13,4.837172922518698,38.741493338445316,34.96005916595459
0.08738147409740879,0.8046726000449145,12,1,1,26,3.45317119335711,30.11501964919007,3.5472450256347656
0.2552168293913685,0.7437296933437634,21,1,4,16,8.761926744370703,63.59819802549602,4.630767107009888
0.19906315479409348,0.572465096619605,50,3,7,16,10.128536920327631,73.65570785009106,6.286867380142212
0.2849731880646676,0.6975496144393067,27,3,6,30,8.994634638226454,64.95159589763252,12.3334801197052
0.2144432893220927,0.7173001285086,36,8,10,22,7.517517971734385,56.59350138982076,38.761982440948486
0.3373387084755964,0.7586910493897807,18,4,10,34,8.880911651281588,64.46563787980446,36.497310638427734
0.10884954546478898,0.8371563088709124,15,8,5,2,3.8123207851528,32.41637113006805,23.437774658203125
0.400882943262097,0.8310375002629501,15,1,9,29,9.0418881311225,65.45768235406882,28.52673077583313
0.14204107623671386,0.7376986865124295,24,4,10,5,6.381246288183561,49.95782612863031,13.433093786239624
0.36477592424649974,0.6840610990293463,24,8,6,10,9.661131939310096,70.56359628103134,14.305533647537231
0.059493250798919387,0.7983508530145439,41,1,2,36,1.9885191353629843,20.1964919006997,6.137755393981934
0.4963693147526647,0.8179292108909443,27,2,7,24,9.62522084652648,69.99329052046392,22.389392614364624
0.41596562339313004,0.8445313667300782,10,10,7,4,9.057269662646561,65.67717818460653,42.54712438583374
0.4706709168219108,0.7365795764607881,19,10,6,40,9.492426932221965,68.94181922745136,47.008954763412476
0.3705740068315867,0.6787924761254132,50,10,10,26,9.456559420458857,68.24403335569826,44.99588656425476
0.4859640565019096,0.5865384855399037,17,4,6,15,10.149492056305109,74.84136873382536,7.032284259796143
0.04601482741136847,0.7817232832457117,12,1,6,1,1.7997977982287106,18.17406306910764,5.357121467590332
0.005215091178919731,0.5127971805360164,38,9,1,24,1.3550634838197635,14.00651778012077,4.123404264450073
0.19151908672120085,0.8590496716787818,24,2,7,9,5.855652596191011,47.1513466883926,25.92611575126648
0.4362324217161554,0.648986011665305,16,5,5,34,9.919440141907225,73.46113294354453,14.212548732757568
0.00794736062813633,0.652412843090626,40,5,6,29,1.0199208025607434,8.595801782804562,15.280952215194702
0.16507721115982008,0.689025830408108,48,10,7,26,7.0382244037517845,53.309690405444265,33.72400879859924
0.10128746383400795,0.5343480290228224,27,4,1,9,8.00806116895484,58.11847023866577,1.6664087772369385
0.05447748215834979,0.7587745153014476,42,10,3,30,1.5989816135851849,15.791239336720023,23.034520387649536
0.2678862601268134,0.7142021009179725,11,8,3,11,8.77694151180735,64.1828812422122,9.63458776473999
0.30638800611234873,0.8195841409831275,10,5,2,26,8.13356654543912,60.29234160835809,13.339848518371582
0.35207637212631426,0.8356016762764618,39,9,9,31,8.283052959527232,61.22304226972108,97.21885108947754
0.3576341315156965,0.77239955649531,36,7,9,35,8.813984854267513,63.698840218537335,55.604650259017944
0.19021433310695463,0.7122305760903908,16,8,8,14,7.1977423149297906,54.83082526598294,24.009268283843994
0.2700770206998381,0.612058554693228,47,4,3,6,10.208407079450698,75.10974791526885,3.172529697418213
0.04130067490849255,0.8637419282364023,31,7,1,15,1.3332603661899525,12.475797948816256,12.56153655052185
0.14204107623671386,0.7376986865124295,12,6,10,5,6.159987533739907,48.71082143199463,18.097603797912598
0.00794736062813633,0.652412843090626,40,5,6,23,1.0236284093081096,8.650436116169846,13.090768337249756
0.04601482741136847,0.7817232832457117,32,1,8,1,1.8138820321628097,18.314003642288892,6.713578224182129
0.04130067490849255,0.8637419282364023,31,7,1,1,1.3853984951323848,13.181251797182018,9.58219051361084
0.46690141334105545,0.8257512959583101,39,10,1,27,9.241577691064707,66.3826320329723,13.995366096496582
0.1567599092363971,0.8445313667300782,10,10,2,4,4.68086548083897,38.57375635004313,15.847132444381714
0.35461675910922225,0.7860779316174449,44,4,6,7,9.283179692225216,66.89926195725103,12.936696767807007
0.2513911105275669,0.7235748578338832,10,5,3,27,8.25983803598106,60.18594843285728,10.511880159378052
0.3431281051939173,0.8371563088709124,15,8,4,2,8.612043781330142,62.62628198983993,19.358668088912964
0.19906315479409348,0.5489582004978155,50,8,7,13,9.738794478659294,70.285632128822,12.576952934265137
0.10884954546478898,0.8371563088709124,15,8,5,16,3.5590192619829915,30.39873478385891,36.9822883605957
0.16507721115982008,0.689025830408108,21,1,7,16,7.669998291235226,57.0142816064411,5.097310543060303
0.1321193523662607,0.7367641847465969,30,10,9,13,4.837172922518698,38.741493338445316,35.076613903045654
0.3763203106672022,0.8609004952470839,26,10,1,6,8.58527046489377,62.76718106009776,12.930293560028076
0.10203714513829444,0.6534595904984487,38,9,7,3,6.414333853820263,48.72999137352631,11.444861888885498
0.30638800611234873,0.8590496716787818,46,5,4,26,7.685049726684211,58.44244225055113,35.376078844070435
0.1610628551648031,0.5400171952357036,11,8,4,14,8.139323563515283,58.91210581807725,8.126662731170654
0.08738147409740879,0.8218759831218865,12,10,7,18,2.9625354220445774,26.359628103134284,55.14463520050049
0.16507721115982008,0.6504284560644158,11,10,7,11,7.174944338084836,54.25956100833892,18.71970820426941
0.13385424304077154,0.5132737067681695,11,6,7,9,8.103486991541253,58.99741205789322,7.765773296356201
0.1610628551648031,0.841377913338222,47,6,3,27,4.606358898720366,37.97661267133135,25.886853218078613
0.3373387084755964,0.7478993604778321,49,4,10,1,9.638281498253745,69.86676890635484,11.425014734268188
0.21907290338781,0.8498477229761865,12,6,3,9,6.514900030194949,51.543180293300104,18.77886414527893
0.13385424304077154,0.7620496227735452,39,8,4,29,4.473160454472195,36.099875395380046,24.462129592895508
0.2849731880646676,0.5489582004978155,27,3,6,13,10.011630202888835,73.39403814818364,4.782938718795776
0.15015740386999932,0.8197350357299185,32,10,8,37,4.276285155680379,35.34266270487875,93.74104905128479
0.2552168293913685,0.7817232832457117,37,1,4,1,8.700699065926099,62.93108406019361,4.087595701217651
0.08738147409740879,0.8046726000449145,39,3,4,26,3.202002593567594,28.304418671523052,15.430870532989502
0.08738147409740879,0.8046726000449145,20,1,1,26,3.4532195164095096,30.11501964919007,3.5879037380218506
0.009977026661567974,0.5117208170117302,14,5,7,34,1.0388719435349616,9.059714367871178,13.959125995635986
0.008045194745169296,0.7883800255705299,20,6,6,15,1.0037970595587664,8.232531390779258,23.396979808807373
0.10128746383400795,0.6129492464200077,15,4,1,2,6.867447909646238,51.98888143391162,1.711524248123169
0.20977163418244602,0.6617711785613121,42,9,5,15,8.283219802430283,60.255918719447905,15.164151668548584
0.19906315479409348,0.572465096619605,50,4,8,16,10.050423120278944,72.8783667209815,8.985026121139526
0.3470579146041755,0.6787924761254132,50,7,10,26,9.47204391306553,68.40601936164094,33.01706790924072
0.2700770206998381,0.612058554693228,47,4,3,6,10.208407079450698,75.10974791526885,3.1717100143432617
0.08738147409740879,0.8629863733903933,26,1,1,17,3.1137852744567467,28.089715326368253,6.148022651672363
0.21907290338781,0.841377913338222,16,6,3,14,6.534440732953591,51.63423751557558,19.582276582717896
0.05447748215834979,0.7983508530145439,41,4,2,36,1.6417442023652145,16.383590530048885,11.617023468017578
0.21381587027151291,0.574575555568114,12,3,5,18,9.343589268480166,69.07217482986677,5.160133600234985
0.20760266105834205,0.8257512959583101,32,9,3,29,6.064199472800148,48.03220550177322,31.41434121131897
0.21907290338781,0.841377913338222,12,6,3,30,6.306205541139656,49.720118853637494,27.521026611328125
0.1567599092363971,0.8918552753443221,21,1,4,11,4.400204281273151,36.92130739001246,26.09660530090332
0.30638800611234873,0.8195841409831275,10,5,2,26,8.13356654543912,60.29234160835809,13.32473349571228
0.30638800611234873,0.7437296933437634,21,5,4,16,8.985583622532474,65.20080513754434,11.182140827178955
0.41596562339313004,0.7983508530145439,10,1,2,4,9.796600346550909,72.50455286111377,3.402143716812134
0.48801247508861356,0.652412843090626,40,1,4,9,10.286374257864978,76.05961851816352,2.2309210300445557
0.08462218687580039,0.7437296933437634,40,3,6,16,3.8088581730110223,31.26138215278443,11.049620628356934
0.1610628551648031,0.5489582004978155,17,2,4,26,8.490242379630821,61.341895907217484,3.6311733722686768
0.10884954546478898,0.8371563088709124,15,1,5,16,3.795967728889361,32.3003929838014,13.859211444854736
0.00794736062813633,0.652412843090626,40,5,6,21,1.025058674772438,8.670564554778109,12.384756803512573
0.00794736062813633,0.6980577394671629,40,9,4,23,1.0073263643399704,8.405060864564362,17.63197112083435
0.41596562339313004,0.8637419282364023,10,7,1,27,8.736605110375221,63.696923224384165,15.331733226776123
0.009977026661567974,0.7437296933437634,21,1,5,27,1.0303511216950614,8.700277964152209,7.078831434249878
0.10884954546478898,0.8371563088709124,32,2,8,1,3.969163975920831,33.550273171666824,16.033255338668823
0.009977026661567974,0.5117208170117302,14,5,8,33,1.03942041631942,9.084635291862359,15.237171649932861
0.04130067490849255,0.8445313667300782,31,7,2,4,1.3839339533238602,13.26751653407457,12.442108392715454
0.05447748215834979,0.7437296933437634,40,3,3,30,1.912830979777934,19.264832742260136,8.635321617126465
0.39648713780882516,0.8637419282364023,31,10,1,18,8.580607883609995,62.86974024729224,17.055290699005127
0.08738147409740879,0.8046726000449145,39,3,4,26,3.202002593567594,28.304418671523052,15.364704370498657
0.1567599092363971,0.5117208170117302,21,1,7,11,9.36033410021502,68.01399405731813,2.1415724754333496
0.2552168293913685,0.7817232832457117,37,7,4,15,7.823323082413628,58.51049554298859,17.559412717819214
0.3866540900521104,0.8445313667300782,10,10,2,30,8.520553694726642,62.508386849420106,28.916077375411987
0.08738147409740879,0.8046726000449145,40,1,1,9,3.7448777343752773,31.52784434007476,2.824329376220703
0.41596562339313004,0.7983508530145439,27,1,1,9,9.629620930380861,69.91852774849036,2.6933584213256836
0.04130067490849255,0.6534595904984487,38,9,7,3,2.021544449985541,19.326176555161506,11.626701831817627
0.13650859385969988,0.8435385276744896,41,7,6,23,4.069628442998205,34.029521709958786,50.45559906959534
0.15015740386999932,0.652412843090626,32,1,4,28,7.608721271676753,56.59637688105051,3.6158976554870605
0.10128746383400795,0.6129492464200077,37,4,1,15,7.08092825393618,52.80552094316112,2.2520904541015625
0.005215091178919731,0.5686010559099095,38,8,1,24,1.354758456668937,14.062110610562637,4.100163221359253
0.4099752564073517,0.877747112292226,49,1,6,9,8.871592882669205,64.2729799674111,26.409172773361206
0.04130067490849255,0.8637419282364023,31,7,7,1,1.663241161238694,14.960222371321768,37.47556400299072
0.16507721115982008,0.689025830408108,21,1,1,15,8.03034488089727,58.6053867535704,1.4610626697540283
0.00794736062813633,0.8637419282364023,40,5,6,1,1.3102247132092137,9.098054250934535,27.313365697860718
0.04601482741136847,0.8629863733903933,26,1,8,39,1.4397518595029908,14.00172529473785,47.32355070114136
0.10128746383400795,0.7983508530145439,41,4,1,2,4.14171529199075,34.128246908846926,3.887031316757202
0.19906315479409348,0.7327242769139148,50,3,7,16,8.097591195853933,59.42873574235598,11.861384391784668
0.04601482741136847,0.7817232832457117,11,6,8,9,1.5557648041033418,15.358957155180676,23.440838098526
0.2552168293913685,0.7983508530145439,41,1,2,36,7.748203265636722,58.32358861305473,6.201334476470947
0.008045194745169296,0.5489582004978155,27,6,4,13,1.0485977346092585,8.96961564267229,6.138082981109619
0.00794736062813633,0.652412843090626,40,1,4,29,1.1050217050462452,9.355889964535608,3.643106460571289
0.04130067490849255,0.8637419282364023,31,7,2,5,1.3532728813593744,12.781558516246525,16.098536014556885
0.23700928922276235,0.7331532370770151,11,9,1,9,8.263374829019806,60.26646218729033,5.487584114074707
0.14204107623671386,0.5117208170117302,14,5,10,34,7.272113765084565,54.34678424230806,19.323987007141113
0.2700770206998381,0.8197350357299185,32,10,3,6,7.711022632306174,58.244991852774845,18.17851233482361
0.18123224216234246,0.7331532370770151,20,4,2,15,7.152099399572626,54.685133710342186,5.385788440704346
0.04130067490849255,0.8637419282364023,31,3,7,1,1.4496734807587046,13.354739768043707,25.089285373687744
0.4238423254995767,0.8371563088709124,15,8,5,16,9.042998510111529,65.36566663471676,37.59589767456055
0.04130067490849255,0.5708600057176322,31,6,6,6,2.959694408698763,25.22476756445893,6.664843559265137
0.3085283152174155,0.8629863733903933,26,10,1,13,7.742614115269586,58.72519888814339,15.331408262252808
0.059493250798919387,0.8637419282364023,41,7,2,15,1.6360051217380438,16.340458161602605,20.494427919387817
0.04957271125411867,0.8218759831218865,12,6,7,18,1.5112878013897864,14.890252084731141,37.99480867385864
0.15015740386999932,0.8197350357299185,35,8,2,5,4.870314467477691,39.61564267228985,11.106852769851685
0.08738147409740879,0.8262725483556518,17,1,4,13,3.2761957851397496,29.124892169078883,9.488457441329956
0.35074873107273796,0.5338799012241751,12,1,7,31,10.040587996801177,74.20588517205023,3.8888890743255615
0.2700770206998381,0.612058554693228,14,7,2,5,9.734125037061814,72.22083772644493,4.137629270553589
0.059493250798919387,0.8445313667300782,41,10,2,36,1.586455981478942,15.804658295792198,32.03671383857727
0.04130067490849255,0.7983508530145439,13,7,1,15,1.4109995497061831,13.682545768235407,7.258836507797241
0.10884954546478898,0.8725226542107879,15,8,3,2,3.5038366307968847,30.382440333556982,24.257989645004272
0.04130067490849255,0.6129492464200077,12,4,1,34,1.825190662498228,18.435732771015047,3.033853054046631
0.00794736062813633,0.652412843090626,40,5,6,4,1.098410783827521,8.966740151442538,6.614282846450806
0.315930999414858,0.8046726000449145,20,1,1,26,8.712691198753966,63.23972011885363,3.711595058441162
0.04601482741136847,0.8629863733903933,26,6,8,39,1.3727641199243246,13.133326943352822,100.10287523269653
0.14919191766652196,0.652412843090626,15,5,6,2,7.699691072574085,56.480398734783854,5.978276968002319
0.16507721115982008,0.689025830408108,21,1,6,16,7.671062045671812,57.02386657720694,4.54073429107666
0.44971918208418404,0.5686010559099095,38,8,1,30,10.058001982901137,73.72184414837534,4.519028902053833
0.04957271125411867,0.5390224338921386,40,5,7,18,4.125300847348685,29.866768906354835,9.75331163406372
0.04957271125411867,0.8218759831218865,31,6,7,18,1.511288963536566,14.890252084731141,37.69591236114502
0.04130067490849255,0.8637419282364023,31,7,2,5,1.3532728813593744,12.781558516246525,16.09527063369751
0.00794736062813633,0.6980577394671629,40,1,4,29,1.0878226179460253,9.516917473401707,4.575749635696411
0.2700770206998381,0.8874002994833201,38,4,3,21,6.963594958898506,54.62283140036423,33.61406350135803
0.4751347098824376,0.5117208170117302,12,5,7,33,10.131697957113897,74.42633949966452,13.645519733428955
0.005215091178919731,0.5686010559099095,38,5,6,23,1.5066561339857447,14.966931850857854,10.477661371231079
0.04130067490849255,0.8046726000449145,27,7,1,9,1.4220861829568603,13.783187961276719,6.645834922790527
0.10128746383400795,0.6129492464200077,43,5,1,1,9.290559836394424,66.27815585162465,1.909719705581665
0.32951354126215554,0.652412843090626,41,4,6,29,9.727470615543087,70.42940669030959,12.762860536575317
0.04130067490849255,0.7983508530145439,14,7,1,15,1.41099947146867,13.682545768235407,7.23945426940918
0.00794736062813633,0.7883800255705299,45,10,4,15,1.031578701503773,8.752036806287741,24.1001718044281
0.04130067490849255,0.7923567349107468,13,7,1,15,1.4075897389672931,13.641330393942297,7.118387460708618
0.08738147409740879,0.8637419282364023,31,1,5,26,2.963461892164064,26.9069299338637,24.968007802963257
0.2700770206998381,0.612058554693228,47,4,3,6,10.208407079450698,75.10974791526885,3.238912343978882
0.41596562339313004,0.7983508530145439,10,5,2,7,9.49108901239269,69.44598868973449,7.365431785583496
0.1930407878663017,0.6129492464200077,15,4,1,2,9.434187759493204,69.89456532157577,1.6875593662261963
0.10128746383400795,0.7983508530145439,37,7,1,25,3.591990194119971,30.424614204926673,8.703089475631714
0.005215091178919731,0.7883800255705299,38,9,1,36,1.0267102738540592,7.782996261861401,11.49443531036377
0.33061008935854025,0.8637419282364023,45,7,2,18,7.954666088745718,59.801591105147125,21.882201671600342
0.10787868178486618,0.5117208170117302,14,5,8,33,5.9813508036084375,46.4305568868015,15.357707023620605
0.04130067490849255,0.652412843090626,40,7,1,33,1.539032045050411,14.826032780600018,5.224116325378418
0.10292913523400907,0.7817232832457117,31,1,4,15,4.0985238791460645,33.968177897057416,6.178221225738525
0.08738147409740879,0.7437296933437634,20,1,1,26,3.90854589682661,32.70008626473689,2.3199551105499268
0.10128746383400795,0.5324135229393206,11,4,6,15,6.33849966010913,48.95811367775328,6.346851825714111
0.1610628551648031,0.8637419282364023,17,7,4,5,4.573398470648642,38.183648039873475,27.60450530052185
0.00794736062813633,0.6980577394671629,12,6,7,28,1.0007802808383128,8.23061439662609,23.526804447174072
0.18123224216234246,0.7331532370770151,24,9,2,14,6.7099623331726255,52.48442442250551,9.331762075424194
0.41596562339313004,0.7572459244892851,10,1,8,1,10.363583567777601,79.9702865906259,5.521479845046997
0.059493250798919387,0.7983508530145439,41,4,7,6,2.0683269716038266,20.691076392217003,16.341633796691895
0.008045194745169296,0.612058554693228,47,6,2,6,1.1325888436013605,9.88498035080993,3.5290379524230957
0.008045194745169296,0.5117208170117302,38,6,4,23,1.118019007088476,10.07572126905013,7.682438373565674
0.10128746383400795,0.5343480290228224,21,6,4,13,6.86642401831675,51.67928687817502,5.972839832305908
0.008045194745169296,0.6702132313673506,20,6,6,15,1.0170954680191615,8.65139461324643,12.95181941986084
0.00794736062813633,0.7883800255705299,20,9,6,15,1.007871966411577,8.218153934630498,31.813827991485596
0.10128746383400795,0.5489582004978155,17,2,1,9,7.74223705157346,56.37688105051279,1.138829231262207
0.41596562339313004,0.5117208170117302,10,1,2,33,10.175251030818558,75.81232627240487,1.504645824432373
0.059493250798919387,0.652412843090626,40,1,2,36,3.2007441826743595,27.64113869452698,2.462738275527954
0.005215091178919731,0.5686010559099095,38,5,8,24,1.5134059184978392,14.987060289466116,13.881973505020142
0.04130067490849255,0.8637419282364023,31,7,1,20,1.3254249684425181,12.351193328860347,13.864601612091064
0.08738147409740879,0.8046726000449145,20,1,4,13,3.4141373563170387,29.89744081280552,7.298882961273193
0.2552168293913685,0.7817232832457117,20,5,6,23,7.777834898577819,58.166395092494966,24.076730966567993
0.3101637693572166,0.7983508530145439,13,7,1,15,8.513212059852872,61.893990223329816,7.289428234100342
